,politician,state,party,district,cid,contributor,individual_amount,PAC_amount,total_amount
893,Doug LaMalfa,California,Republican, District 1,N00033987,Musco Family Olive,11200,0,11200
894,Doug LaMalfa,California,Republican, District 1,N00033987,San Francisco Giants,11200,0,11200
895,Doug LaMalfa,California,Republican, District 1,N00033987,Vann Brothers,11200,0,11200
896,Doug LaMalfa,California,Republican, District 1,N00033987,Marcus Foundation,11198,0,11198
897,Doug LaMalfa,California,Republican, District 1,N00033987,Western National Group,11096,0,11096
898,Doug LaMalfa,California,Republican, District 1,N00033987,Station Casinos,10976,0,10976
899,Doug LaMalfa,California,Republican, District 1,N00033987,American Crystal Sugar,0,10000,10000
900,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,General Dynamics,17375,10000,27375
901,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Raytheon Technologies,4500,11500,16000
902,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Democracy Engine,15000,0,15000
903,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,American Federation of Teachers,250,10000,10250
904,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Bechtel Group,0,10000,10000
905,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Boeing Co,0,10000,10000
906,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Dell Technologies,0,10000,10000
907,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Deloitte LLP,0,10000,10000
908,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,L3Harris Technologies,0,10000,10000
909,Jim Langevin,Rhode Island,Democrat, District 2,N00009724,Laborers Union,0,10000,10000
910,John Larson,Connecticut,Democrat, District 1,N00000575,Raytheon Technologies,125,15000,15125
911,John Larson,Connecticut,Democrat, District 1,N00000575,Guardian Life Insurance,4000,10000,14000
912,John Larson,Connecticut,Democrat, District 1,N00000575,Credit Union National Assn,0,12500,12500
913,John Larson,Connecticut,Democrat, District 1,N00000575,American Optometric Assn,0,11000,11000
914,John Larson,Connecticut,Democrat, District 1,N00000575,Travelers Companies,500,10000,10500
915,John Larson,Connecticut,Democrat, District 1,N00000575,CVS Health,20,10000,10020
916,John Larson,Connecticut,Democrat, District 1,N00000575,AEGON NV,0,10000,10000
917,John Larson,Connecticut,Democrat, District 1,N00000575,AFLAC Inc,0,10000,10000
918,John Larson,Connecticut,Democrat, District 1,N00000575,American Council of Life Insurers,0,10000,10000
919,John Larson,Connecticut,Democrat, District 1,N00000575,American Crystal Sugar,0,10000,10000
920,Al Lawson,Florida,Democrat, District 5,N00030642,US Sugar,8000,7500,15500
921,Al Lawson,Florida,Democrat, District 5,N00030642,American Crystal Sugar,0,10000,10000
922,Al Lawson,Florida,Democrat, District 5,N00030642,American Federation of State/Cnty/Munic Employees,0,10000,10000
923,Al Lawson,Florida,Democrat, District 5,N00030642,American Hotel & Lodging Assn,0,10000,10000
924,Al Lawson,Florida,Democrat, District 5,N00030642,Blue Cross/Blue Shield,0,10000,10000
925,Al Lawson,Florida,Democrat, District 5,N00030642,Congressional Black Caucus PAC,0,10000,10000
926,Al Lawson,Florida,Democrat, District 5,N00030642,Credit Union National Assn,0,10000,10000
927,Al Lawson,Florida,Democrat, District 5,N00030642,Laborers Union,0,10000,10000
928,Al Lawson,Florida,Democrat, District 5,N00030642,Machinists/Aerospace Workers Union,0,10000,10000
929,Al Lawson,Florida,Democrat, District 5,N00030642,National Assn of Insurance & Financial Advisors,0,10000,10000
930,Mike Lee,Utah,Republican, Senate,N00031696,Blackstone Group,16800,0,16800
931,Mike Lee,Utah,Republican, Senate,N00031696,Deason Capital Services,16200,0,16200
932,Mike Lee,Utah,Republican, Senate,N00031696,First Republic Bank,16200,0,16200
933,Mike Lee,Utah,Republican, Senate,N00031696,Uline Inc,10800,0,10800
934,Mike Lee,Utah,Republican, Senate,N00031696,Medquest Pharmacy,10400,0,10400
935,Mike Lee,Utah,Republican, Senate,N00031696,Freedom Fund,0,10000,10000
936,Mike Lee,Utah,Republican, Senate,N00031696,Continental Investors,8400,0,8400
937,Mike Lee,Utah,Republican, Senate,N00031696,Lime Rock Management,8400,0,8400
938,Mike Lee,Utah,Republican, Senate,N00031696,Magnolia Oil & Gas,8400,0,8400
939,Mike Lee,Utah,Republican, Senate,N00031696,Pivotal Group,8400,0,8400
940,Andy Levin,Michigan,Democrat, District 9,N00042149,J Street,36232,-210,36022
941,Andy Levin,Michigan,Democrat, District 9,N00042149,Service Employees International Union,10210,10000,20210
942,Andy Levin,Michigan,Democrat, District 9,N00042149,Communications Workers of America,179,15000,15179
943,Andy Levin,Michigan,Democrat, District 9,N00042149,United Food & Commercial Workers Union,0,14000,14000
944,Andy Levin,Michigan,Democrat, District 9,N00042149,Honigman Llp,13227,0,13227
945,Andy Levin,Michigan,Democrat, District 9,N00042149,Onyx Partners,11200,0,11200
946,Andy Levin,Michigan,Democrat, District 9,N00042149,General Motors,787,10000,10787
947,Andy Levin,Michigan,Democrat, District 9,N00042149,UNITE HERE,750,10000,10750
948,Andy Levin,Michigan,Democrat, District 9,N00042149,National Education Assn,460,10000,10460
949,Andy Levin,Michigan,Democrat, District 9,N00042149,United Auto Workers,285,10000,10285
950,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Pro-israel America PAC,40260,0,40260
951,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Collins Engineers,16550,0,16550
952,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Madison Dearborn Partners,14000,0,14000
953,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,HBK Capital Management,11200,0,11200
954,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Soroban Capital Partners,11200,0,11200
955,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,SPM Marketing & Communications,11200,0,11200
956,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Stanford University,11000,0,11000
957,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Ingram Industries,5100,5102,10202
958,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,Raytheon Technologies,50,10000,10050
959,Daniel Lipinski,Illinois,Democrat, District 3,N00027239,American Council of Engineering Cos,0,10000,10000
960,Zoe Lofgren,California,Democrat, District 19,N00007479,Cisco Systems,34245,5000,39245
961,Zoe Lofgren,California,Democrat, District 19,N00007479,"Fragomen, Del Rey et al",29425,2800,32225
962,Zoe Lofgren,California,Democrat, District 19,N00007479,Butler Amusements,31585,0,31585
963,Zoe Lofgren,California,Democrat, District 19,N00007479,Stanford University,24557,0,24557
964,Zoe Lofgren,California,Democrat, District 19,N00007479,"Kleiner, Perkins et al                            ",19600,0,19600
965,Zoe Lofgren,California,Democrat, District 19,N00007479,Alphabet Inc,9412,10000,19412
966,Zoe Lofgren,California,Democrat, District 19,N00007479,Facebook Inc,5805,10000,15805
967,Zoe Lofgren,California,Democrat, District 19,N00007479,Service Employees International Union,5050,10000,15050
968,Zoe Lofgren,California,Democrat, District 19,N00007479,Sv Angel LLC,13400,0,13400
969,Zoe Lofgren,California,Democrat, District 19,N00007479,Intuit Inc,10605,2500,13105
970,Alan Lowenthal,California,Democrat, District 47,N00033274,Seafarers International Union,0,16000,16000
971,Alan Lowenthal,California,Democrat, District 47,N00033274,Rare Antibody Antigen Supply,11200,0,11200
972,Alan Lowenthal,California,Democrat, District 47,N00033274,Air Line Pilots Assn,0,10000,10000
973,Alan Lowenthal,California,Democrat, District 47,N00033274,American Crystal Sugar,0,10000,10000
974,Alan Lowenthal,California,Democrat, District 47,N00033274,Edison International,3500,6500,10000
975,Alan Lowenthal,California,Democrat, District 47,N00033274,International Brotherhood of Electrical Workers,0,10000,10000
976,Alan Lowenthal,California,Democrat, District 47,N00033274,Machinists/Aerospace Workers Union,0,10000,10000
977,Alan Lowenthal,California,Democrat, District 47,N00033274,Operating Engineers Union,0,10000,10000
978,Alan Lowenthal,California,Democrat, District 47,N00033274,Teamsters Union,0,10000,10000
979,Alan Lowenthal,California,Democrat, District 47,N00033274,Transport Workers Union,0,10000,10000
980,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Diamond Pet Foods,40900,0,40900
981,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Rock Holdings,11900,10000,21900
982,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Truist Financial,0,20000,20000
983,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Charles Schwab Corp,4800,10000,14800
984,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Veterans United Home Loans,14050,0,14050
985,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,American Bankers Assn,2968,10000,12968
986,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Jones Financial Companies,5250,6500,11750
987,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Crawford Group,3310,8000,11310
988,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Blackstone Group,11200,0,11200
989,Blaine Luetkemeyer,Missouri,Republican, District 3,N00030026,Boeing Co,100,11000,11100
990,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Rock Holdings,18400,2500,20900
991,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Eversource Energy,11700,2500,14200
992,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Boston Sword & Tuna,10400,0,10400
993,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,American Crystal Sugar,0,10000,10000
994,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,American Federation of State/Cnty/Munic Employees,0,10000,10000
995,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Carpenters & Joiners Union,0,10000,10000
996,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Credit Union National Assn,0,10000,10000
997,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,International Assn of Fire Fighters,0,10000,10000
998,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Ironworkers Union,0,10000,10000
999,Stephen F Lynch,Massachusetts,Democrat, District 8,N00013855,Laborers Union,0,10000,10000
1000,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,"Paul, Weiss et al",25750,0,25750
1001,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Sullivan & Cromwell,19815,0,19815
1002,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,JPMorgan Chase & Co,18095,1500,19595
1003,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Seafarers International Union,0,17500,17500
1004,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Sotheby's,13800,0,13800
1005,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,New York Life Insurance,3116,10000,13116
1006,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Goldman Sachs,10400,2500,12900
1007,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Gates Capital Management,12200,0,12200
1008,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Creative Artists Agency,11200,0,11200
1009,Sean Patrick Maloney,New York,Democrat, District 18,N00034277,Royal Caribbean Group,11200,0,11200
1010,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Democracy Engine,128733,0,128733
1011,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Harvard University,107688,0,107688
1012,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Apollo Global Management,64389,0,64389
1013,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Alphabet Inc,52712,0,52712
1014,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Commonwealth of Massachusetts,51470,0,51470
1015,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Blackstone Group,41425,0,41425
1016,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Boston University,39892,0,39892
1017,Ed Markey,Massachusetts,Democrat, Senate,N00000270,WilmerHale LLP,39472,0,39472
1018,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Mass General Brigham,37022,0,37022
1019,Ed Markey,Massachusetts,Democrat, Senate,N00000270,Massachusetts Institute of Technology,33087,0,33087
1020,Brian Mast,Florida,Republican, District 18,N00037269,Nextgen Management,21035,0,21035
1021,Brian Mast,Florida,Republican, District 18,N00037269,Seafarers International Union,0,20000,20000
1022,Brian Mast,Florida,Republican, District 18,N00037269,Raia Capital Management,19800,0,19800
1023,Brian Mast,Florida,Republican, District 18,N00037269,Charles Schwab Corp,14001,0,14001
1024,Brian Mast,Florida,Republican, District 18,N00037269,McNa Dental Plans,13898,0,13898
1025,Brian Mast,Florida,Republican, District 18,N00037269,"Sheet Metal, Air, Rail & Transportation Union",0,12500,12500
1026,Brian Mast,Florida,Republican, District 18,N00037269,Noble Properties,11700,0,11700
1027,Brian Mast,Florida,Republican, District 18,N00037269,Blackstone Group                        ,11300,0,11300
1028,Brian Mast,Florida,Republican, District 18,N00037269,Ball Ventures,11200,0,11200
1029,Brian Mast,Florida,Republican, District 18,N00037269,Bk2 Holdings,11200,0,11200
1030,Ben McAdams,Utah,Democrat, District 4,N00042013,University of Utah,98563,0,98563
1031,Ben McAdams,Utah,Democrat, District 4,N00042013,Democracy Engine,42175,0,42175
1032,Ben McAdams,Utah,Democrat, District 4,N00042013,Gardner Co,37400,0,37400
1033,Ben McAdams,Utah,Democrat, District 4,N00042013,New Democrat Coalition,26400,7500,33900
1034,Ben McAdams,Utah,Democrat, District 4,N00042013,No Labels,22788,10000,32788
1035,Ben McAdams,Utah,Democrat, District 4,N00042013,Adobe Inc,24098,0,24098
1036,Ben McAdams,Utah,Democrat, District 4,N00042013,Zions Bancorp,15750,7500,23250
1037,Ben McAdams,Utah,Democrat, District 4,N00042013,United for A Strong America,11200,10000,21200
1038,Ben McAdams,Utah,Democrat, District 4,N00042013,Alsco Inc,16900,0,16900
1039,Ben McAdams,Utah,Democrat, District 4,N00042013,Insight Partners,16800,0,16800
1040,Michael McCaul,Texas,Republican, District 10,N00026460,Pro-israel America PAC,26600,6000,32600
1041,Michael McCaul,Texas,Republican, District 10,N00026460,Cerberus Capital Management,21021,1500,22521
1042,Michael McCaul,Texas,Republican, District 10,N00026460,Alliantgroup,17100,0,17100
1043,Michael McCaul,Texas,Republican, District 10,N00026460,Mays Family Foundation,16800,0,16800
1044,Michael McCaul,Texas,Republican, District 10,N00026460,Nustar Energy,10000,5000,15000
1045,Michael McCaul,Texas,Republican, District 10,N00026460,Zachry Group,11200,3500,14700
1046,Michael McCaul,Texas,Republican, District 10,N00026460,JPMorgan Chase & Co,12260,2000,14260
1047,Michael McCaul,Texas,Republican, District 10,N00026460,Chevron Corp,3,12500,12503
1048,Michael McCaul,Texas,Republican, District 10,N00026460,Blackstone Group,11210,0,11210
1049,Michael McCaul,Texas,Republican, District 10,N00026460,Assemblies of God Bible Institute                 ,11200,0,11200
1050,Mitch McConnell,Kentucky,Republican, Senate,N00003389,NorPAC,163575,0,163575
1051,Mitch McConnell,Kentucky,Republican, Senate,N00003389,Votesane PAC,126800,0,126800
1052,Mitch McConnell,Kentucky,Republican, Senate,N00003389,Blackstone Group,108502,1000,109502
1053,Mitch McConnell,Kentucky,Republican, Senate,N00003389,United Parcel Service,102600,5000,107600
1054,Mitch McConnell,Kentucky,Republican, Senate,N00003389,KKR & Co,80902,7500,88402
1055,Mitch McConnell,Kentucky,Republican, Senate,N00003389,NextEra Energy,67091,5000,72091
1056,Mitch McConnell,Kentucky,Republican, Senate,N00003389,Apollo Global Management,53600,10000,63600
1057,Mitch McConnell,Kentucky,Republican, Senate,N00003389,Capital Group Companies,59250,0,59250
1058,Mitch McConnell,Kentucky,Republican, Senate,N00003389,Humana Inc,48383,10000,58383
1059,Mitch McConnell,Kentucky,Republican, Senate,N00003389,AT&T Inc,56295,0,56295
1060,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Votesane PAC,86500,0,86500
1061,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Signature Bank,55550,0,55550
1062,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Blackstone Group,30600,0,30600
1063,Patrick McHenry,North Carolina,Republican, District 10,N00026627,FMR Corp,19200,10000,29200
1064,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Live Oak Bank,25300,0,25300
1065,Patrick McHenry,North Carolina,Republican, District 10,N00026627,"Paul, Weiss et al",24350,0,24350
1066,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Rock Holdings,11200,10000,21200
1067,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Truist Financial,525,20000,20525
1068,Patrick McHenry,North Carolina,Republican, District 10,N00026627,USAA,10500,10000,20500
1069,Patrick McHenry,North Carolina,Republican, District 10,N00026627,Wells Fargo,3800,15000,18800
1070,Martha McSally,Arizona,Republican, Senate,N00033982,Raytheon Technologies,78023,15000,93023
1071,Martha McSally,Arizona,Republican, Senate,N00033982,Wells Fargo,60915,10000,70915
1072,Martha McSally,Arizona,Republican, Senate,N00033982,American Airlines Group,51007,10000,61007
1073,Martha McSally,Arizona,Republican, Senate,N00033982,Cox Enterprises,39548,10000,49548
1074,Martha McSally,Arizona,Republican, Senate,N00033982,US Government,48226,0,48226
1075,Martha McSally,Arizona,Republican, Senate,N00033982,US Dept of Defense,47393,0,47393
1076,Martha McSally,Arizona,Republican, Senate,N00033982,Boeing Co,32672,10000,42672
1077,Martha McSally,Arizona,Republican, Senate,N00033982,US Air Force,41488,0,41488
1078,Martha McSally,Arizona,Republican, Senate,N00033982,Bank of America,37613,3500,41113
1079,Martha McSally,Arizona,Republican, Senate,N00033982,Elliott Management,38800,0,38800
1080,Grace Meng,New York,Democrat, District 6,N00034547,Goldman Sachs,9800,3000,12800
1081,Grace Meng,New York,Democrat, District 6,N00034547,Brady Campaign to Prevent Gun Violence,350,10000,10350
1082,Grace Meng,New York,Democrat, District 6,N00034547,Henry Schein Inc,10200,0,10200
1083,Grace Meng,New York,Democrat, District 6,N00034547,American Federation of State/Cnty/Munic Employees,0,10000,10000
1084,Grace Meng,New York,Democrat, District 6,N00034547,American Federation of Teachers,0,10000,10000
1085,Grace Meng,New York,Democrat, District 6,N00034547,Deloitte LLP,0,10000,10000
1086,Grace Meng,New York,Democrat, District 6,N00034547,Elect Democratic Women,0,10000,10000
1087,Grace Meng,New York,Democrat, District 6,N00034547,Machinists/Aerospace Workers Union,0,10000,10000
1088,Grace Meng,New York,Democrat, District 6,N00034547,Service Employees International Union,5000,5000,10000
1089,Grace Meng,New York,Democrat, District 6,N00034547,Toyota Motor Corp,0,10000,10000
1090,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Morgan State University,17431,0,17431
1091,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,American Federation of Teachers,0,15500,15500
1092,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,AmeriPAC: The Fund for a Greater America,0,15000,15000
1093,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Pro-israel America PAC,15000,0,15000
1094,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Curio Wellness,10050,0,10050
1095,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,American Assn for Justice,0,10000,10000
1096,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Congressional Black Caucus PAC,0,10000,10000
1097,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,National Assn of Realtors,0,10000,10000
1098,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Operating Engineers Union,0,10000,10000
1099,Kweisi Mfume,Maryland,Democrat, District 7,N00001799,Service Employees International Union,5000,5000,10000
1100,John Moolenaar,Michigan,Republican, District 4,N00036275,Dow Inc,26467,10000,36467
1101,John Moolenaar,Michigan,Republican, District 4,N00036275,DuPont Co,19500,5000,24500
1102,John Moolenaar,Michigan,Republican, District 4,N00036275,Amway/Alticor Inc,11250,5000,16250
1103,John Moolenaar,Michigan,Republican, District 4,N00036275,Boeing Co,2000,10000,12000
1104,John Moolenaar,Michigan,Republican, District 4,N00036275,Ernst & Young,6100,5000,11100
1105,John Moolenaar,Michigan,Republican, District 4,N00036275,Dykema Gossett,1000,9500,10500
1106,John Moolenaar,Michigan,Republican, District 4,N00036275,Three Rivers Corp,10300,0,10300
1107,John Moolenaar,Michigan,Republican, District 4,N00036275,Delta Air Lines,70,10000,10070
1108,John Moolenaar,Michigan,Republican, District 4,N00036275,CMS Energy,25,10000,10025
1109,John Moolenaar,Michigan,Republican, District 4,N00036275,American Bankers Assn,0,10000,10000
1110,Jerry Moran,Kansas,Republican, Senate,N00005282,Live Nation Entertainment,20500,0,20500
1111,Jerry Moran,Kansas,Republican, Senate,N00005282,Spirit Aerosystems,15050,5000,20050
1112,Jerry Moran,Kansas,Republican, Senate,N00005282,Hilltop Holdings,18400,0,18400
1113,Jerry Moran,Kansas,Republican, Senate,N00005282,Veterans United Home Loans,15000,0,15000
1114,Jerry Moran,Kansas,Republican, Senate,N00005282,Triwest Healthcare Alliance,14100,0,14100
1115,Jerry Moran,Kansas,Republican, Senate,N00005282,Hallmark Cards,12504,0,12504
1116,Jerry Moran,Kansas,Republican, Senate,N00005282,Van Scoyoc Assoc,11800,0,11800
1117,Jerry Moran,Kansas,Republican, Senate,N00005282,Anschutz Corp,11200,0,11200
1118,Jerry Moran,Kansas,Republican, Senate,N00005282,ClearPath Foundation,11200,0,11200
1119,Jerry Moran,Kansas,Republican, Senate,N00005282,Northrock Inc,11200,0,11200
1120,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Emily's List,109691,10000,119691
1121,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,League of Conservation Voters,41223,9749,50972
1122,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Democracy Engine,33750,0,33750
1123,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Harvard University,31620,0,31620
1124,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,United for A Strong America,19600,10000,29600
1125,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,University of California                ,24735,0,24735
1126,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Alphabet Inc,19789,3000,22789
1127,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Greenberg Traurig LLP,16200,4500,20700
1128,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Kenny Nachwalter,20475,0,20475
1129,Debbie Mucarsel-Powell,Florida,Democrat, District 26,N00041561,Walt Disney Co,19933,0,19933
1130,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Yale University,18979,0,18979
1131,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,State of Connecticut,5875,0,5875
1132,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Pinstripe Capital,5600,0,5600
1133,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,General Motors,238,5000,5238
1134,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Massachusetts Mutual Life Insurance,117,5000,5117
1135,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,University of Connecticut,5112,0,5112
1136,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Spinnaker Real Estate Partners,5000,0,5000
1137,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,AT&T Inc,4160,0,4160
1138,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Bedoukian Research,3450,0,3450
1139,Christopher S Murphy,Connecticut,Democrat, Senate,N00027566,Pfizer Inc,3400,0,3400
1140,Patty Murray,Washington,Democrat, Senate,N00007876,University of Washington,28676,0,28676
1141,Patty Murray,Washington,Democrat, Senate,N00007876,Blue Cross/Blue Shield,15474,13000,28474
1142,Patty Murray,Washington,Democrat, Senate,N00007876,US Acute Care Solutions,11000,7500,18500
1143,Patty Murray,Washington,Democrat, Senate,N00007876,K&L Gates,13391,5000,18391
1144,Patty Murray,Washington,Democrat, Senate,N00007876,US Anesthesia Partners,10650,5000,15650
1145,Patty Murray,Washington,Democrat, Senate,N00007876,Microsoft Corp,13947,0,13947
1146,Patty Murray,Washington,Democrat, Senate,N00007876,Madrona Venture Group,11700,0,11700
1147,Patty Murray,Washington,Democrat, Senate,N00007876,Covington & Burling,6600,5000,11600
1148,Patty Murray,Washington,Democrat, Senate,N00007876,State of Washington,10597,0,10597
1149,Patty Murray,Washington,Democrat, Senate,N00007876,Battelle,10076,0,10076
1150,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Capital Group,43200,0,43200
1151,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Blue Cross/Blue Shield,7500,30000,37500
1152,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,FMR Corp,24650,11000,35650
1153,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Blackstone Group,31800,0,31800
1154,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Votesane PAC,29000,0,29000
1155,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,HDR Inc,13000,10000,23000
1156,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,State Street Corp                       ,17250,5000,22250
1157,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Synergi Partners,22100,0,22100
1158,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,LHC Group,16800,5000,21800
1159,Richard E Neal,Massachusetts,Democrat, District 1,N00000153,Raytheon Technologies,8600,13000,21600
1160,Don Norcross,New Jersey,Democrat, District 1,N00036154,L3Harris Technologies,40,20000,20040
1161,Don Norcross,New Jersey,Democrat, District 1,N00036154,MacAndrews & Forbes,9400,10000,19400
1162,Don Norcross,New Jersey,Democrat, District 1,N00036154,Seafarers International Union,0,15500,15500
1163,Don Norcross,New Jersey,Democrat, District 1,N00036154,Service Employees International Union,5000,10000,15000
1164,Don Norcross,New Jersey,Democrat, District 1,N00036154,Blue Cross/Blue Shield,11225,3000,14225
1165,Don Norcross,New Jersey,Democrat, District 1,N00036154,Phoenix Strategies,14000,0,14000
1166,Don Norcross,New Jersey,Democrat, District 1,N00036154,Raytheon Technologies,0,13000,13000
1167,Don Norcross,New Jersey,Democrat, District 1,N00036154,Comcast Corp,2800,10000,12800
1168,Don Norcross,New Jersey,Democrat, District 1,N00036154,Cozen O'Connor,2800,10000,12800
1169,Don Norcross,New Jersey,Democrat, District 1,N00036154,Lockheed Martin,2800,10000,12800
1170,Devin Nunes,California,Republican, District 22,N00007248,Western National Group,29819,0,29819
1171,Devin Nunes,California,Republican, District 22,N00007248,Bank of America,17485,7500,24985
1172,Devin Nunes,California,Republican, District 22,N00007248,Boeing Co,10241,10000,20241
1173,Devin Nunes,California,Republican, District 22,N00007248,Northrop Grumman,8414,10000,18414
1174,Devin Nunes,California,Republican, District 22,N00007248,Marcus Foundation,17648,0,17648
1175,Devin Nunes,California,Republican, District 22,N00007248,Pioneer Nursery,16839,0,16839
1176,Devin Nunes,California,Republican, District 22,N00007248,Raytheon Technologies,3355,12500,15855
1177,Devin Nunes,California,Republican, District 22,N00007248,Santa Ynez Band of Mission Indians,15600,0,15600
1178,Devin Nunes,California,Republican, District 22,N00007248,State of California,15171,0,15171
1179,Devin Nunes,California,Republican, District 22,N00007248,Lockheed Martin,4040,10000,14040
1180,Pete Olson,Texas,Republican, District 22,N00029285,Energy Transfer LP,5599,5000,10599
1181,Pete Olson,Texas,Republican, District 22,N00029285,Eye of the Tiger PAC,0,10000,10000
1182,Pete Olson,Texas,Republican, District 22,N00029285,Marcus Foundation,7750,0,7750
1183,Pete Olson,Texas,Republican, District 22,N00029285,Allied Group,5600,0,5600
1184,Pete Olson,Texas,Republican, District 22,N00029285,Bk2 Holdings,5600,0,5600
1185,Pete Olson,Texas,Republican, District 22,N00029285,Craig Realty Group,5600,0,5600
1186,Pete Olson,Texas,Republican, District 22,N00029285,JUUL Labs,5600,0,5600
1187,Pete Olson,Texas,Republican, District 22,N00029285,Lanier Law Firm,5600,0,5600
